id,plot,location,elevation,plot_size,treatment,treatment_age,mowing_age,mowing,survey_date,year,cover_vegetation,height_vegetation,parcel,block,year_topsoil_removal,year_hay_transfer,mowing_date,mowing_date_start,mowing_date_former,mowing_date_former_start,cover_soil_2024,grass_cover,graminoid_cover,richness_total,richness_R1A,richness_R22,richness_both,rlg_CR,rlg_VU,rlg_NT,rlg_EN,rlg,shannon,evenness,CWM_Height,CWM_Seed,CWM_SLA,botanist
X2024res65,res65,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-13,2024,45,34,2487,2486+2487+2488,NA,2004,autumn,2020,summer,2008,4,36.5,36.5,20,12,3,3,0,4,5,0,9,2.1163,0.70644,0.45097,0.00366,5.25433,Maren Teschauer
X2024res66,res66,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-13,2024,70,42,2487,2486+2487+2488,NA,2004,autumn,2020,summer,2008,1,46,46,23,14,4,4,0,3,6,0,9,2.49742,0.7965,0.45719,0.00398,5.32108,Sina Appeltauer
X2024res67,res67,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-13,2024,65,48,2491,2490+2491,NA,2004,autumn,2020,summer,2008,6,35,35,28,20,10,8,0,2,7,0,9,2.53322,0.76022,0.46265,0.00424,5.24193,Maren Teschauer
X2024res68,res68,NA,469,4,cut_autumn,cut_autumn_old,> 10 years,2000,2024-06-17,2024,90,50,2435,2434+2435,NA,2007,autumn,2011,NA,NA,2,12,12,29,17,11,9,0,3,5,0,8,2.59093,0.76944,0.42433,0.0037200000000000002,5.40458,Sina Appeltauer
X2024res69,res69,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-14,2024,75,41,2487,2486+2487+2488,NA,2004,autumn,2020,summer,2008,5,40.5,40.5,23,14,7,6,0,3,5,0,8,2.54081,0.81034,0.45937,0.00368,5.30967,Sina Appeltauer
X2024res70,res70,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-13,2024,75,37,2491,2490+2491,NA,2004,autumn,2020,summer,2008,2,26,26,31,15,7,5,0,4,7,0,11,2.91164,0.84789,0.41265,0.00365,5.33129,Sina Appeltauer
X2024res71,res71,NA,469,4,cut_autumn,cut_autumn_old,> 10 years,2000,2024-06-17,2024,90,100,2435,2434+2435,NA,2007,autumn,2011,NA,NA,1,100.5,100.5,26,14,9,6,0,3,6,0,9,2.26982,0.69667,0.65799,0.00331,5.35027,Sina Appeltauer
X2024res72,res72,NA,469,4,cut_autumn,cut_autumn_old,> 10 years,2000,2024-06-14,2024,80,50,2451,2451+2453,NA,2007,autumn,2011,NA,NA,3,53.5,53.5,33,21,10,8,0,2,9,1,12,2.4449,0.69924,0.4786,0.00398,5.32557,Sina Appeltauer
X2024res73,res73,NA,469,4,cut_autumn,cut_autumn_old,> 10 years,2000,2024-06-17,2024,75,0,2437,2437,NA,2007,autumn,2011,NA,NA,1,92.5,92.5,21,13,5,5,0,1,8,0,9,1.82668,0.59999,0.46258,0.00407,5.26176,Sina Appeltauer
X2024res74,res74,NA,469,4,cut_autumn,cut_autumn_old,> 10 years,2000,2024-06-17,2024,80,59,2437,2437,NA,2007,autumn,2011,NA,NA,0,68,68,27,20,7,7,0,2,9,0,11,2.14044,0.64944,0.49089,0.00421,5.26981,Sina Appeltauer
X2024res75,res75,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-13,2024,75,39,2491,2490+2491,NA,2004,autumn,2020,summer,2008,15,46.5,46.5,30,21,10,9,0,2,7,0,9,2.62383,0.77144,0.45094,0.00388,5.3044,Sina Appeltauer
X2024res76,res76,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-13,2024,90,41,2491,2490+2491,NA,2004,autumn,2020,summer,2008,4,28,28,37,20,14,11,1,4,7,0,12,2.85943,0.79188,0.38366,0.00339,5.19859,Maren Teschauer
X2024res77,res77,NA,469,4,cut_autumn,cut_autumn_old,> 10 years,2000,2024-06-17,2024,75,63,2435,2434+2435,NA,2007,autumn,2011,NA,NA,5,38.5,38.5,28,17,10,9,0,3,6,0,9,2.75283,0.82613,0.51302,0.00298,5.37882,Sina Appeltauer
X2024res78,res78,NA,469,4,cut_autumn,cut_autumn_old,> 10 years,2000,2024-06-14,2024,85,49,2453,2451+2453,NA,2007,autumn,2011,NA,NA,1,41,41,31,19,8,7,0,2,9,0,11,2.77178,0.80716,0.41544,0.00339,5.29637,Sina Appeltauer
X2024res79,res79,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-13,2024,65,51,2487,2486+2487+2488,NA,2004,autumn,2020,summer,2008,4,41.5,41.5,29,16,8,7,0,2,9,0,11,2.64276,0.78483,0.4609,0.00305,5.35397,Sina Appeltauer
X2024res80,res80,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-14,2024,70,42,2487,2486+2487+2488,NA,2004,autumn,2020,summer,2008,1,38.5,38.5,28,19,7,7,0,2,9,0,11,2.77434,0.83258,0.44948,0.00367,5.32676,Sina Appeltauer
X2024res81,res81,NA,469,4,cut_autumn,cut_autumn_old,> 10 years,2000,2024-06-13,2024,65,42,2481,2481,NA,2006,autumn,2010,NA,NA,1,34,34,19,9,4,3,0,3,2,0,5,1.60468,0.54499,0.44801,0.0038,5.53144,Maren Teschauer
X2024res82,res82,NA,469,4,cut_autumn,cut_autumn_old,> 10 years,2000,2024-06-13,2024,60,57,2481,2481,NA,2006,autumn,2010,NA,NA,10,38,38,27,21,12,12,0,2,4,0,6,2.59694,0.78794,0.48272,0.0038,5.35867,Sina Appeltauer
X2024res83,res83,NA,469,4,cut_autumn,cut_autumn_old,> 10 years,2000,2024-06-13,2024,70,57,2481,2481,NA,2006,autumn,2010,NA,NA,2,51.5,55.5,18,10,5,5,0,3,0,0,3,2.08543,0.72151,0.47266,0.00424,5.34666,Maren Teschauer / Sina Appeltauer
X2024res84,res84,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-12,2024,50,50,205D,205D,NA,2004,autumn,2020,summer,2008,70,43.5,43.5,26,18,13,11,0,2,6,0,8,1.86704,0.57305,0.46631,0.00455,5.24483,Malte Knoeppler
X2024res85,res85,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-12,2024,50,40,205D,205D,NA,2004,autumn,2020,summer,2008,20,41.5,41.5,20,15,7,6,0,2,3,0,5,1.95911,0.65397,0.47213,0.00435,5.30826,Malte Knoeppler
X2024res86,res86,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-12,2024,55,40,205D,205D,NA,2004,autumn,2020,summer,2008,10,53,53,22,16,8,6,0,1,5,0,6,2.1372,0.69142,0.44528,0.00402,5.35344,Malte Knoeppler
X2024res87,res87,NA,469,4,cut_autumn,cut_autumn_young,< 10 years,2000,2024-06-12,2024,60,50,205D,205D,NA,2004,autumn,2020,summer,2008,10,52,52,26,18,10,9,0,1,7,0,8,2.15917,0.66271,0.46695,0.00396,5.36399,Malte Knoeppler
X2024res88,res88,NA,469,4,cut_summer,cut_summer_old,> 10 years,2000,2024-06-12,2024,55,44,205C,205C,NA,2006,summer,2009,NA,NA,6,48,48,21,18,8,7,0,1,5,0,6,1.9408,0.63747,0.45619,0.00429,5.25344,Sina Appeltauer
X2024res89,res89,NA,469,4,cut_summer,cut_summer_old,> 10 years,2000,2024-06-12,2024,80,58,205C,205C,NA,2006,summer,2009,NA,NA,50,67,67,25,19,13,11,0,2,4,0,6,2.12952,0.66157,0.51204,0.00295,5.3783,Sina Appeltauer
X2024res90,res90,NA,469,4,cut_summer,cut_summer_old,> 10 years,2000,2024-06-12,2024,70,46,205C,205C,NA,2006,summer,2009,NA,NA,5,38.5,38.5,24,22,12,12,0,2,6,0,8,2.42318,0.76247,0.45395,0.00375,5.31057,Sina Appeltauer
